cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CROSSROAD PERSONNEL INC",1656,29-FEB-16,"HOUSTON","TX","77082","CONTRACT LABOR- ADMINISTRATIVE SERVICES","","","SB23","1056882","SB23.1245","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DISTRICT DISPOSAL LLC",14781.93,12-FEB-16,"CENTER","TX","75935","TRAVEL","","","SB23","1056882","SB23.1653","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FROST, MARY",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1425","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FURSE, AUSTEN",4000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1526","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FURSE, AUSTEN",4000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1528","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GENNARELLI, ALESSANDRA",1000,05-FEB-16,"HOUSTON","TX","770260005","PAYROLL","","","SB23","1056882","SB23.1384","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GENNARELLI, ALESSANDRA",1000,19-FEB-16,"HOUSTON","TX","770260005","PAYROLL","","","SB23","1056882","SB23.1394","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED",1084.2,10-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23IND.557","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GOREKI, MICHAEL",922.88,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1380","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GOREKI, MICHAEL",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1414","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GRANOSKI, ROBERT",461.44,12-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1371","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GRANOSKI, ROBERT",1250,12-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1424","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GRANOSKI, ROBERT",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1429","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RASMUSSEN, SAMUEL",750,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1375","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RASMUSSEN, SAMUEL",750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1379","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","REDDEN, BRUCE",2833.33,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1504","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","REDDEN, BRUCE",2833.33,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1505","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","REICHERT, LOGAN",2250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1478","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEST BUY",-58.23,03-FEB-16,"HOUSTON","TX","77056","CREDIT- OFFICE SUPPLIES","X","","SB23","1056882","SB23UV3.4458","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEST BUY",92.72,03-FEB-16,"HOUSTON","TX","77056","EQUIPMENT PURCHASE","X","","SB23","1056882","SB23UV3.4466","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEST BUY",52.99,03-FEB-16,"HOUSTON","TX","77056","EQUIPMENT PURCHASE","X","","SB23","1056882","SB23UV3.4468","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BURNETT SPECIALISTS",2251.2,03-FEB-16,"HOUSTON","TX","77046","CONTRACT LABOR- ADMINSTRATIVE SERVICES","X","","SB23","1056882","SB23UV3.4457","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","REICHERT, LOGAN",2250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1480","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RICKARD, DONALD",2250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1479","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RICKARD, DONALD",2250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1481","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RODRIGUEZ, JONATHAN",622.8,09-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1374","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RODRIGUEZ, JONATHAN",750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1377","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ROGERS, SPENCER",2750,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1496","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ROGERS, SPENCER",2750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1499","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SAWYER, DAVID",2800,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1502","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SAWYER, DAVID",2800,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1503","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",182.98,10-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.571","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",167.98,10-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.573","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",210,10-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.576","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",569.44,10-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.577","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",102.17,10-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.578","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCHLUM, TIMOTHY",1000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1386","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCHLUM, TIMOTHY",1000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1396","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCHULTZ, THOMAS",2500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1487","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCHULTZ, THOMAS",2500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1493","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SEAVEY, ALEXANDRIA",184.64,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1363","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SEAVEY, ALEXANDRIA",1000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1387","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SIAO, STEPHEN",1750,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1465","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SIAO, STEPHEN",1750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1469","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SIVILS, ASHLEY",461.44,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1372","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SKAGGS, JESSICA",1000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1382","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SKAGGS, JESSICA",1000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1392","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SMITH, SHERYL",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1417","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SMITH, SHERYL",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1431","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TALLEY, HUDSON",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1410","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DOUBLETREE GREENWAY PLAZA",597.19,03-FEB-16,"HOUSTON","TX","77046","TRAVEL","X","","SB23","1056882","SB23UV3.4771","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COMCAST",187.79,03-FEB-16,"DALLAS","TX","75266","UTILITIES","X","","SB23","1056882","SB23UV3.4910","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHELL OIL",63.83,03-FEB-16,"HOUSTON","TX","77252","TRAVEL","X","","SB23","1056882","SB23UV3.4748","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DR DELPHINIUM DESIGNS",148.25,03-FEB-16,"DALLAS","TX","75225","FLORAL SERVICE","X","","SB23","1056882","SB23UV3.4501","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON DALLAS PARK",24.62,03-FEB-16,"DALLAS","TX","75225","TRAVEL","X","","SB23","1056882","SB23UV3.4716","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",565.96,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4640","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",20,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4641","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",1159.96,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4646","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",96.98,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4656","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",937.96,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4657","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",11.2,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4667","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",593.98,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4698","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",360.16,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4702","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",53.98,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4703","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",593.98,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4704","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",1203.98,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4705","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",227.96,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4718","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",65,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4719","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",438,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4725","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",28,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4726","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",462.48,03-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23UV3.4729","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTEGRITY MANAGEMENT SERVICES INC",35755.95,23-FEB-16,"DALLAS","TX","75380","FINANCE CONSULTING","","","SB23","1056882","SB23.1334","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTEGRITY MANAGEMENT SERVICES INC",3603.5,11-FEB-16,"DALLAS","TX","75380","TRAVEL","","","SB23","1056882","SB23.1646","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTELLZ",7500,10-FEB-16,"DALLAS","TX","75205","POLITICAL STRATEGY CONSULTING","","","SB23","1056882","SB23.1592","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","J2 STRATEGIES LLC",20000,01-FEB-16,"AUSTIN","TX","78745","POLITICAL STRATEGY CONSULTING","","","SB23","1056882","SB23.1597","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GRAVES, GREG",24000,19-FEB-16,"RICHMOND","TX","77406","BALLOT ACCESS CONSULTING","","","SB23","1056882","SB23.1237","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GREEK, SARAH",2000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1474","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GREEK, SARAH",2000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1475","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE GOBER GROUP",6060.5,19-FEB-16,"AUSTIN","TX","78734","LEGAL CONSULTING/TRAVEL","","","SB23","1056882","SB23.1342","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LOFSTROM CONSULTING LLC",20000,01-FEB-16,"HOUSTON","TX","77046","FINANCE CONSULTING","","","SB23","1056882","SB23.1333","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BABCOCK, CHRISTINE",1903.68,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1472","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FOUR POINTS",281.79,10-FEB-16,"HOUSTON","TX","77098","TRAVEL","X","","SB23","1056882","SB23IND.556","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BALDWIN, BRITTANY",1500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1452","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BALDWIN, BRITTANY",1500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1457","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BASH, ZINA",3125,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1514","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BASH, ZINA",3125,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1515","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BELL, MATTHEW",1125,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1400","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BELL, MATTHEW",1125,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1403","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BLAGRAVE, LYNDSEY",1000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1388","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BLAGRAVE, LYNDSEY",1000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1397","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BOWMAN, BRIAN",1750,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1462","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BOWMAN, BRIAN",1750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1466","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BRADSHAW, ROBERT",1000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1385","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BRADSHAW, ROBERT",1000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1395","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROLIN, KENNETH",1500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1454","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROLIN, KENNETH",1500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1459","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROWN, CHADWICK",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1412","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VERIZON",521.28,24-FEB-16,"DALLAS","TX","75266","EQUIPMENT PURCHASE","","","SB23","1056882","SB23.1315","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TALLEY, HUDSON",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1435","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TALLEY, STALDER",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1409","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TALLEY, STALDER",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1434","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TAYLOR, BRADLEY",2916.67,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1506","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TAYLOR, BRADLEY",2916.67,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1508","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THOMPSON, JOHN",3750,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1524","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THOMPSON, JOHN",3750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1525","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",347.98,29-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.567","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED",472.2,29-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23IND.565","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TRANT, MICHELLE",1350,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1444","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TRANT, MICHELLE",1350,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1447","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TYLER, RICHARD",7500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1531","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TYLER, RICHARD",7500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1532","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BRITISH AIRWAYS",50,05-JAN-16,"0GB","UK","99999","TRAVEL","X","","SB23","1051537","SBCCUV23.4815","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEATSUITE.COM",80,05-JAN-16,"NEWCASTLE UK","UK","99999","LICENSING","X","","SB23","1051537","SBCCUV23.4701","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BRITISH AIRWAYS",1066.5,05-JAN-16,"0GB","UK","99999","TRAVEL","X","","SB23","1051537","SBCCUV23.4816","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",30706.1,18-AUG-15,"SALT LAKE CITY","UT","84106","COLLATERAL MATERIALS- STICKERS/SHIRTS","","","SB23","1053893","SB23.1015","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",75.09,31-AUG-15,"SALT LAKE CITY","UT","84106","DELIVERY","","","SB23","1053893","SB23.1080","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",22058.41,31-AUG-15,"SALT LAKE CITY","UT","84106","DELIVERY/COLLATERAL MATERIALS- STICKERS","","","SB23","1053893","SB23.1081","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",4444.47,24-JUL-15,"SALT LAKE CITY","UT","84106","EQUIPMENT PURCHASE/STICKERS","","","SB23","1053893","SB23.1093","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",12012.5,31-JUL-15,"SALT LAKE CITY","UT","84106","PUBLICATIONS-BOOKS","","","SB23","1053893","SB23.1447","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",29093.18,24-NOV-15,"SALT LAKE CITY","UT","84106","COLLATERAL MATERIALS- BUMPER STICKERS/HA","","","SB23","1057556","SB23.90133","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",13199.42,05-NOV-15,"SALT LAKE CITY","UT","84106","COLLATERAL MATERIALS- HATS/SHIRTS/STICKE","","","SB23","1057556","SB23.90135","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",67958.93,09-OCT-15,"SALT LAKE CITY","UT","84106","COLLATERAL MATERIALS- SHIRTS/HATS/PINS","","","SB23","1057556","SB23.90139","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",90178.1,15-DEC-15,"SALT LAKE CITY","UT","84106","COLLATERAL MATERIALS-SHIRTS/HATS/BUMPER ","","","SB23","1057556","SB23.90140","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONE STOP CAMPAIGN SHOP",106730.92,01-OCT-15,"SALT LAKE CITY","UT","84106","COLLATERAL MATERIALS- TSHIRTS/STICKERS/H","","","SB23","1057556","SB23.91039","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ST REGIS DEER VALLEY",5000,07-OCT-15,"PARK CITY","UT","84060","FACILITY RENTAL/CATERING","X","","SB23","1057556","SBCCUV45.9115","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STEIN ERIKSEN LODGE",254.97,14-DEC-15,"PARK CITY","UT","84060","TRAVEL","X","","SB23","1057556","SBUC23.470","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ST REGIS DEER VALLEY",60,06-NOV-15,"PARK CITY","UT","84060","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9323","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ST REGIS DEER VALLEY",233.01,06-NOV-15,"PARK CITY","UT","84060","TRAVEL","X","","SB23","1057556","SBCCUV45.9996","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RIVERHORSE ON MAIN",8842.41,06-NOV-15,"PARK CITY","UT","84060","FACILITY RENTAL/CATERING","X","","SB23","1057556","SBCCUV45.9118","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SNOW COUNTRY LIMOUSINE",1628.4,06-NOV-15,"PARK CITY","UT","84060","TRANSPORTATION SERVICE","X","","SB23","1057556","SBCCUV45.9601","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RIVERHORSE ON MAIN",4500,06-NOV-15,"PARK CITY","UT","84060","FACILITY RENTAL/CATERING","X","","SB23","1057556","SBCCUV45.9117","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PARK CITY DIRECT SHUTTLE",133.1,06-NOV-15,"PARK CITY","UT","84060","TRAVEL","X","","SB23","1057556","SBCCUV45.10143","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PARK CITY DIRECT SHUTTLE",95.1,06-NOV-15,"PARK CITY","UT","84060","TRAVEL","X","","SB23","1057556","SBCCUV45.10144","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PARK CITY DIRECT SHUTTLE",149.1,06-NOV-15,"PARK CITY","UT","84060","TRAVEL","X","","SB23","1057556","SBCCUV45.10145","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ALL SEASONS ADVENTURES",2914.65,06-NOV-15,"PARK CITY","UT","84068","REGISTRATION FEE","X","","SB23","1057556","SBCCUV45.9549","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MILLCREEK COFFEE",9.9,06-NOV-15,"SALT LAKE CITY","UT","84116","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9342","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ST REGIS DEER VALLEY",16887.59,23-DEC-15,"PARK CITY","UT","84060","FACILITY RENTAL/CATERING/EQUIPMENT RENTA","","","SB23","1057556","SB23.90320","",
