cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ARROWOOD, BENJAMIN",175,09-MAR-16,"COLUMBIA","SC","29201","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1066253","SB23.890","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON GARDEN INN CHARLESTON",2319.52,03-MAR-16,"CHARLESTON","SC","29418","TRAVEL","X","","SB23","1066253","SB23CCUV.10212","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON GARDEN INN CHARLESTON",9.4,03-MAR-16,"CHARLESTON","SC","29418","TRAVEL","X","","SB23","1066253","SB23CCUV.10213","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON GARDEN INN CHARLESTON",14.32,03-MAR-16,"CHARLESTON","SC","29418","TRAVEL","X","","SB23","1066253","SB23CCUV.10214","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GLEATON, KENNETH",175,09-MAR-16,"COLUMBIA","SC","29201","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1066253","SB23.891","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",407.76,29-MAR-16,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1066253","SB23CCUV4.483","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",339.88,29-MAR-16,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1066253","SB23CCUV4.484","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",294.88,29-MAR-16,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1066253","SB23CCUV4.485","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",256.14,29-MAR-16,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1066253","SB23CCUV4.486","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT PLACE",212.06,29-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV4.477","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT PLACE",257.05,29-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV4.478","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","YOGHUT",4.82,03-MAR-16,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10061","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,09-MAR-16,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1066253","SB23.953","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UPS",269.39,23-MAR-16,"SIMPSONVILLE","SC","29680","DELIVERY","X","","SB23","1066253","SB23CCUV4.493","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COLLEGE OF CHARLESTON",1642.5,09-MAR-16,"CHARLESTON","SC","29424","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1066253","SB23.936","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,05-JAN-16,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1051537","SB239.90426","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VALUE PLACE",1369.71,29-JAN-16,"SIMPSONVILLE","SC","29680","RENT","","","SB23","1051537","SB239.90482","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCE&G",216.6,05-JAN-16,"COLUMBIA","SC","29202","UTILITIES","X","","SB23","1051537","SBCCUV23.4999","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTH CAROLINA TEA PARTY COALITION CONVEN",666.67,19-JAN-16,"MYRTLE BEACH","SC","29579","FACILITY RENTAL","","","SB23","1051537","SB239.90158","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PUBLIX GREENVILLE",14.87,03-MAR-16,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.9979","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RED BONE ALLEY RESTAURANT",132,03-MAR-16,"FLORENCE","SC","29501","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10020","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NANTUCKET SEAFOOD GRILL",17.33,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10082","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON GARDEN INN CHARLESTON",136.26,03-MAR-16,"CHARLESTON","SC","29418","TRAVEL","X","","SB23","1066253","SB23CCUV.10520","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HORRY-GEORGETOWN TECHNICAL COLLEGE",275,06-NOV-15,"CONWAY","SC","29528","FACILITY RENTAL","X","","SB23","1057556","SBCCUV45.9112","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CITY OF GREENVILLE SC",90,06-NOV-15,"GREENVILLE","SC","29601","REGISTRATION FEE","X","","SB23","1057556","SBCCUV45.9548","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN ROCK HILL",179.67,06-NOV-15,"ROCK HILL","SC","29730","TRAVEL","X","","SB23","1057556","SBUC23.320","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",131.94,06-NOV-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.323","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",131.94,29-DEC-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SB23UC.112","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",179.67,29-DEC-15,"ROCK HILL","SC","29730","TRAVEL","X","","SB23","1057556","SB23UC.113","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",400.96,25-NOV-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.326","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",244.56,14-DEC-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.515","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",232.42,14-DEC-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.518","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN EXPRESS",178.76,14-DEC-15,"WEST COLUMBIA","SC","29169","TRAVEL","X","","SB23","1057556","SBUC23.516","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCE&G",26.59,15-DEC-15,"COLUMBIA","SC","29202","UTILITIES","","","SB23","1057556","SB23.91041","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SECRETARY OF STATE- SC",10,19-OCT-15,"COLUMBIA","SC","29201","FILING FEES","","","SB23","1057556","SB23.90326","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",317.08,14-DEC-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.434","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",131.94,20-OCT-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.441","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",179.82,20-OCT-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.442","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CHARLESTON INTERNATIONAL AIRPORT",15.43,09-DEC-15,"CHARLESTON","SC","29418","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9413","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BAY STREET BIERGARTEN",641.78,09-DEC-15,"CHARLESTON","SC","29403","FACILITY RENTAL/CATERING","X","","SB23","1057556","SBCCUV45.9123","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CALIFORNIA DREAMING RESTAURANT- GREENVILL",170.48,09-DEC-15,"GREENVILLE","SC","29615","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9410","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CHARLESTON INTERNATIONAL AIRPORT",18.71,09-DEC-15,"CHARLESTON","SC","29418","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9412","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT GREENVILLE",400.89,09-DEC-15,"GREENVILLE","SC","29601","FACILITY RENTAL/FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9129","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ASHLEY CAB SERVICES",51.9,06-NOV-15,"NORTH CHARLESTOWN","SC","29405","TRAVEL","X","","SB23","1057556","SBCCUV45.10120","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT PLACE GREENVILLE",1821.84,03-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV.10242","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT PLACE GREENVILLE",1642.31,03-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV.10247","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT PLACE GREENVILLE",3.24,03-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV.10330","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT PLACE GREENVILLE",1645.83,03-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV.10391","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT REGENCY GREENVILLE",4453.02,03-MAR-16,"GREENVILLE","SC","29601","FACILITY RENTAL/TRAVEL","X","","SB23","1066253","SB23CCUV.9972","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","JESTINE'S KITCHEN",127.74,03-MAR-16,"CHARLESTON","SC","29401","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10014","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LAQUINTA INN GREENVILLE",783.2,03-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV.10392","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LIBERTY CAFE GREENVILLE",51.64,03-MAR-16,"GREENVILLE","SC","29607","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10084","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT SPARTANBURG",1616.5,03-MAR-16,"SPARTANBURG","SC","29306","TRAVEL","X","","SB23","1066253","SB23CCUV.10217","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT SPARTANBURG",8.14,03-MAR-16,"SPARTANBURG","SC","29306","TRAVEL","X","","SB23","1066253","SB23CCUV.10317","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT SPARTANBURG",2680.3,03-MAR-16,"SPARTANBURG","SC","29306","TRAVEL","X","","SB23","1066253","SB23CCUV.10393","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT SPARTANBURG",235.63,03-MAR-16,"SPARTANBURG","SC","29306","TRAVEL","X","","SB23","1066253","SB23CCUV.10458","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MORNINGSTAR FELLOWSHIP CHURCH",2200,03-MAR-16,"FORT MILL","SC","29715","FACILITY RENTAL","X","","SB23","1066253","SB23CCUV.9952","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NANTUCKET SEAFOOD GRILL",517.2,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10004","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AIKEN BREWING COMPANY",55.78,03-MAR-16,"AIKEN","SC","29801","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10008","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BARNES & NOBLE- GREENVILLE",50,03-MAR-16,"GREENVILLE","SC","29607","PUBLICATIONS- BOOKS","X","","SB23","1066253","SB23CCUV.10127","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BJU PRESS DISTRIBUTION CENTER",500,03-MAR-16,"GREENVILLE","SC","29607","PRINTING","X","","SB23","1066253","SB23CCUV.10119","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BJU PRESS DISTRIBUTION CENTER",3834.59,03-MAR-16,"GREENVILLE","SC","29607","PRINTING","X","","SB23","1066253","SB23CCUV.10120","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BREW & EWE",11.77,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10033","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CAVIAR & BANANAS",57.11,03-MAR-16,"CHARLESTON","SC","29401","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10036","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CAVIAR & BANANAS",18.9,03-MAR-16,"CHARLESTON","SC","29401","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.9974","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CELEBRATIONS OF COLUMBIA",85.6,03-MAR-16,"WEST COLUMBIA","SC","29169","EQUIPMENT RENTAL","X","","SB23","1066253","SB23CCUV.9937","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CITYRANGE STEAKHOUSE GRILL",92.09,03-MAR-16,"SPARTANBURG","SC","29301","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10010","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RICHLAND COUNTY SHERIFF DEPARTMENT",360,09-MAR-16,"COLUMBIA","SC","29223","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1066253","SB23.928","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SC DEPARTMENT OF REVENUE",25,14-MAR-16,"COLUMBIA","SC","29214","TAXES","","","SB23","1066253","SB23.997","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","USC AIKEN CONVOCATION CENTER",4512.31,09-MAR-16,"AIRKEN","SC","29801","EQUIPMENT RENTAL/STAGING/LIGHTING","","","SB23","1066253","SB23.690","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VALUE PLACE",1390.81,07-MAR-16,"SIMPSONVILLE","SC","29680","RENT","","","SB23","1066253","SB23.990","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COLUMBIA REFLECTIONS",5022.7,03-MAR-16,"COLUMBIA","SC","29209","EQUIPMENT RENTAL","X","","SB23","1066253","SB23CCUV.9941","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CORNER STOP 58",32.09,03-MAR-16,"CLINTON","SC","29325","TRAVEL","X","","SB23","1066253","SB23CCUV.10424","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT SPARTANBURG AIRPORT",492.76,03-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV.10322","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT GREENVILLE",21.02,03-MAR-16,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1066253","SB23CCUV.10341","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT GREENVILLE",15587.26,03-MAR-16,"GREENVILLE","SC","29601","FACILITY RENTAL/FOOD/BEVERAGES/TRAVEL","X","","SB23","1066253","SB23CCUV.9969","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CROSSIN'S DELI INC",15.89,03-MAR-16,"GREENWOOD","SC","29646","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10041","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COLLEGE OF CHARLESTON",600,03-MAR-16,"CHARLESTON","SC","29424","FACILITY RENTAL","X","","SB23","1066253","SB23CCUV.9949","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES CHARLESTON",181.56,03-MAR-16,"CHARLESTON","SC","29403","TRAVEL","X","","SB23","1066253","SB23CCUV.10194","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES CHARLESTON",181.56,03-MAR-16,"CHARLESTON","SC","29403","TRAVEL","X","","SB23","1066253","SB23CCUV.10195","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WATSON, LISA",212.9,09-MAR-16,"SPARTANBURG","SC","29303","TRAVEL","","NO ITEMIZATION NECESSARY","SB23","1066253","SB23.1009","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AR PROPERTY MANAGEMENT LLC",1150,09-MAR-16,"GREENVILLE","SC","29615","RENT","","","SB23","1066253","SB23.988","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BARNES & NOBLE- MT PLEASANT",8.83,03-MAR-16,"MT PLEASANT","SC","29464","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10028","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,10-SEP-15,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1053893","SB23.1393","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",188.52,10-SEP-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4593","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",160.02,10-SEP-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4594","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",170.68,17-AUG-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4595","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",106.04,17-AUG-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4597","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",155.57,17-AUG-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4600","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN",111.87,17-AUG-15,"GREENVILLE","SC","27834","TRAVEL","X","","SB23","1053893","SB23UV.4596","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN",139.94,17-AUG-15,"SUMMERVILLE","SC","29483","TRAVEL","X","","SB23","1053893","SB23UV.4601","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GRILL MARKS",23.83,07-OCT-15,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9194","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY  GABLE",10.1,06-NOV-15,"GABKE","SC","29051","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9326","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON",336.74,14-DEC-15,"GREENVILLE","SC","29615","TRAVEL/FOOD/BEVERAGES","X","","SB23","1057556","SBUC23.363","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SPINX CHARLESTON",27.08,03-MAR-16,"CHARLESTON","SC","29418","TRAVEL","X","","SB23","1066253","SB23CCUV.10516","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SPRINGMAID BEACH RESORT",1284,03-MAR-16,"MYRTLE BEACH","SC","29577","FACILITY RENTAL","X","","SB23","1066253","SB23CCUV.9954","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STARBUCKS- GREENVILLE",9.95,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10051","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STARBUCKS- GREENVILLE",12.37,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10052","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STAYBRIDGE SUITES COLUMBIA",778.4,03-MAR-16,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1066253","SB23CCUV.10415","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TD CONVENTION CENTER",2390,03-MAR-16,"GREENVILLE","SC","29607","FACILITY RENTAL/EQUIPMENT RENTAL","X","","SB23","1066253","SB23CCUV.9960","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE BACKYARD CAFE",86.62,03-MAR-16,"WEST COLUMBIA","SC","29170","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10022","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROOKS PROPERTIES",5000,30-DEC-15,"COLUMBIA","SC","29201","RENT","","","SB23","1057556","SB23.90868","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROOKS PROPERTIES",8750,23-OCT-15,"COLUMBIA","SC","29201","RENT","","","SB23","1057556","SB23.90869","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE CRAZY CRAB",178.64,03-MAR-16,"HILTON HEAD ISLAND","SC","29928","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10086","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE OAK TABLE",42.65,03-MAR-16,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10058","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THOMAS CREEK BREWERY",2.16,03-MAR-16,"GREENVILLE","SC","29605","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10059","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT REGENCY GREENVILLE",3.54,07-OCT-15,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9236","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT REGENCY GREENVILLE",496.13,07-OCT-15,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1057556","SBCCUV45.9844","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TRADER JOE'S GREENVILLE",84.51,03-MAR-16,"GREENVILLE","SC","29607","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.9992","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TURNER'S GROCERY INC",8.22,03-MAR-16,"MARION","SC","29571","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10031","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TURNER'S GROCERY INC",35.28,03-MAR-16,"MARION","SC","29571","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10032","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OFFICE DEPOT",327.72,09-MAR-16,"ROCK HILL","SC","29730","PRINTER INK","X","","SB23","1066253","SB23CCUV4.459","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OFFICE DEPOT",55.63,09-MAR-16,"ROCK HILL","SC","29730","PAPER","X","","SB23","1066253","SB23CCUV4.460","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OFFICE DEPOT",68.94,09-MAR-16,"ROCK HILL","SC","29730","PAPER","X","","SB23","1066253","SB23CCUV4.461","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE WESTIN POINSETT",332.5,09-MAR-16,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1066253","SB23CCUV4.451","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CHILI'S GRILL- GREENVILLE",27.58,07-OCT-15,"GREENVILLE","SC","29607","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9190","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WENDY'S- FLORENCE",20.04,09-DEC-15,"FLORENCE","SC","29506","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9417","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT",351.9,14-DEC-15,"SPARTANBURG","SC","29306","TRAVEL","X","","SB23","1057556","SBUC23.388","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",143.27,17-NOV-15,"DUNCAN","SC","29334","TRAVEL","X","","SB23","1057556","SBUC23.452","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",127.68,17-NOV-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1057556","SBUC23.456","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN EXPRESS",146.66,17-NOV-15,"SUMMERVILLE","SC","29483","TRAVEL","X","","SB23","1057556","SBUC23.451","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN EXPRESS",154.55,17-NOV-15,"FLORENCE","SC","29506","TRAVEL","X","","SB23","1057556","SBUC23.454","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WINGATE",151.7,17-NOV-15,"LEXINGTON","SC","29072","TRAVEL","X","","SB23","1057556","SBUC23.455","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OLD CHICAGO PIZZA & TAPROOM",27.06,09-DEC-15,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9372","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RED BOWL ASIAN BISTRO- COLUMBIA",62.08,09-DEC-15,"COLUMBIA","SC","29229","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9375","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN- BLUFFTON SUN CITY",119.9,09-DEC-15,"BLUFFTON","SC","29909","TRAVEL","X","","SB23","1057556","SBCCUV45.10402","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN- BLUFFTON SUN CITY",119.9,09-DEC-15,"BLUFFTON","SC","29909","TRAVEL","X","","SB23","1057556","SBCCUV45.10403","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES CHARLESTON",201.14,03-MAR-16,"CHARLESTON","SC","29403","TRAVEL","X","","SB23","1066253","SB23CCUV.10210","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES CHARLESTON",2544.84,03-MAR-16,"CHARLESTON","SC","29403","TRAVEL","X","","SB23","1066253","SB23CCUV.10364","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",285.96,09-MAR-16,"SPARTANBURG","SC","29303","TRAVEL","X","","SB23","1066253","SB23CCUV4.448","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",272.16,09-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV4.453","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",567.84,09-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV4.454","",
